record_id,zone,crop,growth_stage,soil_moisture_pct,nitrogen_mg_kg,phosphorus_mg_kg,potassium_mg_kg,soil_ph,temperature_c,humidity_pct,rainfall_mm,wind_speed_kmh,solar_radiation_wm2,water_required_mm,fertilizer_required_kg_ha,irrigation_status,nutrient_status
192,A,Rice,Seedling,41.18,114.36,57.11,20.42,5.32,34.3,46.37,44.4,3.26,299.28,13.02,52.39,Moderate Need,Moderate
193,F,Tomato,Seedling,29.91,89.35,67.15,38.8,5.59,35.13,76.62,64.15,3.05,377.62,9.46,55.3,No/Low Need,Moderate
194,E,Rice,Vegetative,50.29,114.04,75.26,20.41,6.2,36.29,59.4,16.89,16.8,339.52,25.7,48.71,High Need,Moderate
195,A,Tomato,Maturity,29.29,75.45,71.34,91.98,5.54,24.88,81.92,31.9,10.25,601.62,18.73,54.32,Moderate Need,Moderate
196,C,Rice,Maturity,26.16,80.02,32.36,62.55,7.46,33.0,77.54,10.41,21.92,852.78,38.47,63.4,High Need,High
197,B,Maize,Seedling,55.83,117.7,51.05,51.26,5.26,24.69,46.52,6.06,13.39,641.43,15.18,48.96,Moderate Need,Moderate
198,D,Maize,Flowering,14.42,84.21,15.41,96.17,6.02,34.26,68.78,48.37,8.09,305.3,26.92,62.16,High Need,High
199,C,Wheat,Maturity,17.69,23.08,28.05,103.25,5.68,28.19,79.57,15.13,18.3,834.19,27.79,76.96,High Need,High
200,F,Rice,Vegetative,12.41,92.38,16.6,117.53,7.62,31.15,72.98,4.78,15.98,637.24,49.06,57.83,High Need,Moderate
201,A,Rice,Maturity,21.18,110.55,32.06,84.2,6.94,27.15,71.0,71.77,20.19,286.12,10.5,49.01,No/Low Need,Moderate
202,D,Rice,Seedling,16.14,99.56,71.26,66.15,7.57,21.56,79.38,42.75,16.45,407.42,15.53,48.66,Moderate Need,Moderate
203,A,Rice,Maturity,71.75,78.38,34.3,50.53,7.73,21.92,38.41,10.77,5.01,771.47,14.44,66.1,Moderate Need,High
204,F,Maize,Flowering,29.33,87.13,49.33,42.23,6.49,19.71,78.89,4.27,17.09,728.09,32.67,59.71,High Need,Moderate
205,A,Potato,Maturity,20.96,119.02,40.34,41.29,5.81,31.6,51.36,9.59,10.4,590.1,33.4,50.96,High Need,Moderate
206,B,Tomato,Flowering,26.46,29.07,42.12,60.92,5.7,36.67,69.31,37.71,12.12,223.05,27.81,80.51,High Need,High
207,D,Tomato,Vegetative,68.17,86.72,77.87,119.18,5.78,18.46,49.54,53.48,23.12,782.8,1.75,46.81,No/Low Need,Moderate
208,D,Tomato,Maturity,43.21,48.34,30.73,20.09,7.04,19.46,85.33,51.3,9.64,361.41,1.23,77.25,No/Low Need,High
209,F,Maize,Vegetative,33.89,84.01,53.91,39.72,5.31,28.06,63.83,11.55,15.69,755.86,30.98,63.41,High Need,High
210,B,Rice,Vegetative,64.4,80.76,39.4,38.84,5.33,34.23,73.58,50.68,9.72,650.43,7.77,67.08,No/Low Need,High
211,C,Potato,Flowering,35.7,35.35,14.28,91.71,6.78,21.47,82.64,32.39,3.27,324.54,12.53,77.73,Moderate Need,High
212,A,Maize,Flowering,32.1,40.67,44.25,55.25,6.87,23.98,88.72,37.18,11.88,280.51,13.0,75.37,Moderate Need,High
213,E,Maize,Maturity,24.44,82.16,66.93,65.73,6.93,23.1,78.92,64.11,15.33,211.27,5.47,53.99,No/Low Need,Moderate
214,A,Rice,Vegetative,34.67,32.82,16.91,34.86,6.17,26.78,43.93,26.6,10.78,305.65,24.69,83.59,Moderate Need,High
215,A,Wheat,Flowering,31.0,46.52,14.87,60.5,7.3,22.95,86.27,11.76,10.38,234.15,18.91,79.88,Moderate Need,High
216,C,Wheat,Flowering,52.64,103.52,20.75,30.32,6.59,25.76,72.11,69.88,20.69,624.49,1.94,61.36,No/Low Need,High
217,A,Tomato,Seedling,29.37,52.71,63.51,73.3,5.47,34.03,71.57,16.97,1.71,608.97,23.11,64.03,Moderate Need,High
218,B,Wheat,Vegetative,46.63,68.81,60.68,29.79,7.27,31.44,90.28,23.52,8.09,598.25,15.84,66.56,Moderate Need,High
219,B,Wheat,Vegetative,15.95,114.11,49.55,99.05,7.68,19.79,49.93,56.53,20.48,645.61,18.87,47.4,Moderate Need,Moderate
220,D,Potato,Vegetative,23.48,42.71,42.78,76.66,5.36,32.03,49.38,54.68,23.09,792.57,29.0,73.99,High Need,High
221,F,Rice,Maturity,36.44,58.96,72.18,92.4,6.22,28.5,65.79,64.03,10.9,876.52,15.81,56.67,Moderate Need,Moderate
222,E,Wheat,Flowering,68.22,80.65,63.67,61.85,6.47,38.56,80.05,14.71,22.33,295.82,13.67,56.93,Moderate Need,Moderate
223,A,Rice,Flowering,34.64,95.53,66.84,58.15,5.58,24.36,61.83,28.18,5.77,599.61,28.35,55.6,High Need,Moderate
224,A,Maize,Maturity,51.84,110.17,66.93,29.82,7.46,33.98,73.03,10.07,6.31,166.59,13.82,51.46,Moderate Need,Moderate
225,C,Potato,Vegetative,27.31,111.55,54.99,72.39,5.94,34.08,62.15,43.28,21.31,202.12,20.99,47.96,Moderate Need,Moderate
226,F,Rice,Maturity,19.62,97.66,42.06,71.45,7.24,22.87,71.62,23.41,22.68,656.19,29.41,54.06,High Need,Moderate
227,B,Tomato,Vegetative,15.51,42.83,70.53,66.81,6.94,37.87,84.34,55.11,6.35,513.59,26.4,67.34,High Need,High
228,E,Rice,Maturity,30.32,22.48,74.82,94.05,6.75,28.81,45.83,0.03,2.42,744.58,37.75,67.55,High Need,High
229,D,Potato,Vegetative,21.46,58.38,11.67,103.25,5.7,32.94,76.72,4.77,3.17,461.83,35.4,70.03,High Need,High
230,B,Tomato,Maturity,22.44,34.15,13.61,95.08,5.77,21.21,82.25,34.6,7.27,208.46,12.94,76.63,Moderate Need,High
231,F,Tomato,Vegetative,57.65,91.04,77.11,34.39,5.32,23.67,61.83,76.65,19.27,841.25,1.03,57.58,No/Low Need,Moderate
232,D,Rice,Vegetative,12.95,86.11,29.4,82.21,5.83,30.89,54.39,71.27,13.24,170.46,18.63,59.97,Moderate Need,Moderate
233,C,Potato,Flowering,45.47,24.4,71.14,28.03,6.1,25.02,35.81,79.52,11.93,260.62,0.0,79.12,No/Low Need,High
234,C,Maize,Vegetative,34.77,103.66,37.22,89.46,7.37,28.99,82.83,33.35,15.02,335.43,15.93,52.87,Moderate Need,Moderate
235,A,Rice,Flowering,42.39,44.87,18.34,58.18,6.15,26.23,54.68,3.73,22.37,945.99,46.05,78.26,High Need,High
236,F,Tomato,Vegetative,45.77,63.22,15.63,33.25,7.16,32.09,56.44,24.48,3.17,454.33,21.39,75.61,Moderate Need,High
237,E,Rice,Flowering,30.8,86.79,20.96,106.21,6.34,28.72,55.16,54.06,17.67,526.45,24.41,57.85,Moderate Need,Moderate
238,D,Tomato,Vegetative,29.71,62.94,27.49,81.4,7.24,18.1,64.92,10.81,23.24,754.24,30.89,68.1,High Need,High
239,B,Rice,Seedling,56.0,64.13,44.2,55.47,7.74,32.29,77.15,24.0,6.12,640.95,13.45,66.83,Moderate Need,High
240,F,Maize,Vegetative,64.28,26.56,59.1,23.07,5.82,27.29,81.31,4.49,21.11,815.21,19.25,80.81,Moderate Need,High
241,F,Wheat,Vegetative,23.55,60.14,79.05,73.73,7.44,25.52,58.55,38.0,17.75,513.47,20.88,61.44,Moderate Need,High
242,C,Rice,Vegetative,17.86,96.48,40.91,112.32,6.82,20.07,74.79,16.71,1.35,926.35,37.9,49.56,High Need,Moderate
243,A,Rice,Vegetative,65.87,111.52,46.27,79.64,7.32,22.85,78.24,7.3,6.56,777.29,16.37,49.71,Moderate Need,Moderate
244,A,Rice,Vegetative,32.99,61.35,46.53,117.17,6.89,22.92,52.82,32.9,15.54,441.16,22.46,59.49,Moderate Need,Moderate
245,D,Wheat,Seedling,45.08,62.36,47.76,33.65,6.3,38.58,40.8,28.1,13.06,424.08,15.51,65.21,Moderate Need,High
246,C,Rice,Flowering,33.57,90.26,46.24,76.83,5.79,27.52,88.68,43.0,13.67,890.07,27.89,57.91,High Need,Moderate
247,F,Maize,Maturity,19.55,114.28,10.61,99.81,5.38,18.93,75.63,59.92,6.57,681.75,11.93,52.52,No/Low Need,Moderate
248,E,Rice,Vegetative,47.36,46.71,10.12,72.55,6.59,21.05,73.89,9.01,17.2,628.22,23.11,74.89,Moderate Need,High
249,C,Rice,Flowering,43.51,64.01,16.84,29.11,7.77,19.74,38.53,63.29,7.39,744.16,12.25,79.57,Moderate Need,High
250,D,Maize,Flowering,24.18,99.6,17.11,78.29,7.12,30.96,84.07,2.1,10.35,576.71,38.92,59.63,High Need,Moderate
251,D,Rice,Vegetative,39.11,80.97,59.34,81.17,6.05,22.11,68.96,35.45,9.85,235.29,11.21,55.47,No/Low Need,Moderate
252,C,Potato,Flowering,59.82,31.06,24.34,92.87,7.35,28.97,85.87,46.99,17.13,371.33,2.04,79.44,No/Low Need,High
253,D,Tomato,Vegetative,47.43,82.77,72.63,96.12,7.2,26.14,93.47,76.56,3.17,574.25,0.0,51.71,No/Low Need,Moderate
254,C,Maize,Flowering,17.82,38.67,75.0,97.08,5.93,35.69,92.43,45.91,5.93,115.44,20.25,66.26,Moderate Need,High
255,B,Maize,Seedling,44.88,71.02,78.31,86.34,5.24,25.05,86.37,12.7,5.81,471.75,11.49,54.86,No/Low Need,Moderate
256,C,Tomato,Flowering,54.16,72.91,75.74,41.58,5.51,28.08,35.66,41.4,3.6,742.43,19.6,63.51,Moderate Need,High
257,C,Rice,Flowering,59.56,107.62,29.03,60.42,7.48,33.87,88.14,31.66,5.98,239.6,7.91,58.51,No/Low Need,Moderate
258,D,Rice,Seedling,49.75,66.25,45.68,97.61,7.38,27.53,39.5,38.35,15.57,154.88,8.3,59.38,No/Low Need,Moderate
259,D,Rice,Vegetative,21.16,47.94,22.28,115.34,5.97,35.45,86.07,15.77,18.57,810.62,45.08,68.93,High Need,High
260,A,Tomato,Maturity,54.61,43.1,66.43,27.89,5.94,32.56,51.81,40.07,16.85,624.68,14.76,71.64,Moderate Need,High
261,A,Rice,Vegetative,52.64,107.43,72.19,73.55,7.26,27.03,71.6,12.0,12.4,250.09,16.27,46.84,Moderate Need,Moderate
262,B,Maize,Flowering,13.47,37.1,69.59,51.25,7.64,29.09,37.28,59.52,2.26,785.36,32.22,75.51,High Need,High
263,A,Potato,Maturity,36.7,62.59,40.34,42.54,7.23,39.28,81.27,47.51,24.02,659.41,20.06,69.03,Moderate Need,High
264,C,Tomato,Flowering,31.98,38.72,63.11,70.58,6.77,32.56,41.7,6.28,5.03,384.0,40.29,70.36,High Need,High
265,D,Wheat,Flowering,52.16,97.33,16.83,80.61,5.83,37.91,59.64,71.17,17.04,419.77,6.66,60.33,No/Low Need,High
266,A,Rice,Flowering,24.97,67.44,12.82,20.98,6.57,21.93,84.05,49.31,22.91,232.5,14.45,75.37,Moderate Need,High
267,A,Tomato,Maturity,47.45,55.11,62.73,98.02,5.81,28.63,76.72,25.29,17.75,809.97,19.59,60.57,Moderate Need,High
268,B,Maize,Vegetative,66.79,56.11,39.77,101.99,7.3,37.99,35.36,3.65,6.23,532.66,24.12,65.85,Moderate Need,High
269,F,Rice,Vegetative,59.87,105.22,79.69,116.55,6.21,25.1,59.18,50.58,8.58,573.47,4.61,39.16,No/Low Need,Moderate
270,B,Rice,Vegetative,67.29,75.38,16.81,38.06,7.37,39.29,37.52,29.88,1.72,850.97,24.98,71.77,Moderate Need,High
271,C,Potato,Maturity,70.71,91.79,69.89,79.46,6.19,20.14,75.41,72.61,15.71,113.46,0.0,48.25,No/Low Need,Moderate
272,D,Maize,Flowering,12.64,109.7,43.6,62.66,7.34,37.86,93.14,2.79,15.71,156.88,40.74,54.39,High Need,Moderate
273,B,Tomato,Seedling,49.36,110.17,67.9,53.48,6.07,27.79,74.32,3.13,18.41,237.34,13.93,44.83,Moderate Need,Moderate
274,A,Tomato,Maturity,36.77,52.85,67.2,76.56,6.34,19.62,48.46,75.94,1.26,125.53,0.0,60.94,No/Low Need,High
275,D,Maize,Vegetative,63.59,115.25,74.12,98.24,6.8,37.35,56.31,77.19,20.63,659.43,3.87,39.19,No/Low Need,Moderate
276,D,Wheat,Seedling,27.11,22.49,30.85,22.31,5.38,23.54,93.6,2.22,18.73,638.8,18.34,86.05,Moderate Need,High
277,A,Wheat,Flowering,70.86,57.68,76.49,116.94,7.67,18.49,48.44,57.28,4.38,279.18,0.0,59.92,No/Low Need,Moderate
278,B,Rice,Vegetative,48.82,109.58,20.62,100.99,6.69,20.99,68.69,17.72,9.34,227.0,11.78,49.86,No/Low Need,Moderate
279,A,Wheat,Maturity,59.61,47.46,15.74,95.12,6.52,32.5,59.03,56.11,16.32,223.83,1.46,69.15,No/Low Need,High
280,F,Tomato,Vegetative,17.14,47.31,40.21,96.04,7.38,39.51,81.1,69.5,12.9,910.26,29.58,69.62,High Need,High
281,D,Maize,Maturity,23.01,50.26,67.98,58.91,7.45,20.45,87.04,8.07,3.76,689.48,23.32,66.91,Moderate Need,High
282,E,Tomato,Flowering,57.5,81.23,43.14,95.16,6.56,28.16,55.45,19.1,3.1,597.61,20.53,56.56,Moderate Need,Moderate
283,E,Wheat,Seedling,13.32,63.83,68.05,58.68,7.61,21.97,74.62,1.93,19.75,374.11,20.5,61.72,Moderate Need,High
284,C,Maize,Maturity,61.01,92.67,61.08,109.87,5.37,34.39,67.94,3.51,4.74,468.09,16.64,49.19,Moderate Need,Moderate
285,A,Maize,Flowering,12.84,109.49,24.66,37.72,5.49,20.6,51.71,2.37,5.13,175.99,34.7,61.54,High Need,High
286,A,Maize,Vegetative,51.43,87.42,76.42,49.23,6.75,23.28,51.32,64.05,20.94,948.43,10.15,53.36,No/Low Need,Moderate
287,C,Maize,Vegetative,33.91,40.45,14.25,75.13,6.12,22.32,67.32,23.86,15.69,741.82,23.49,77.0,Moderate Need,High
288,C,Rice,Maturity,48.69,113.27,72.88,51.92,6.41,30.16,44.24,39.46,15.51,628.24,18.33,43.26,Moderate Need,Moderate
289,C,Wheat,Vegetative,53.76,46.45,31.31,62.42,6.05,37.21,83.65,63.03,12.5,599.6,6.46,73.81,No/Low Need,High
290,D,Rice,Vegetative,32.55,34.99,45.01,69.24,6.25,29.24,39.14,39.6,14.66,528.67,27.88,73.39,High Need,High
291,F,Wheat,Seedling,18.48,29.0,39.56,105.64,7.34,19.28,40.67,34.34,15.44,318.81,13.85,71.28,Moderate Need,High
292,A,Wheat,Vegetative,16.18,76.34,22.03,72.32,6.74,30.39,55.53,0.93,24.23,292.43,34.01,63.89,High Need,High
293,D,Maize,Flowering,47.34,31.38,35.07,56.25,7.79,35.55,42.09,45.44,6.35,567.1,20.85,83.56,Moderate Need,High
294,C,Potato,Vegetative,43.24,33.88,23.51,44.77,7.25,20.91,63.54,9.98,6.15,159.67,14.42,82.55,Moderate Need,High
295,A,Maize,Vegetative,56.53,50.0,24.27,60.87,5.91,19.6,58.98,61.17,2.37,163.3,0.0,74.69,No/Low Need,High
296,D,Maize,Vegetative,42.58,48.17,23.09,71.57,5.89,22.13,78.31,20.62,16.8,576.69,17.04,74.28,Moderate Need,High
297,F,Wheat,Vegetative,37.35,80.42,44.23,94.61,6.07,34.41,92.18,53.93,14.18,881.84,16.78,56.67,Moderate Need,Moderate
298,D,Maize,Maturity,35.89,101.67,65.86,32.1,7.39,31.02,80.21,51.7,3.67,877.13,15.62,53.82,Moderate Need,Moderate
299,F,Rice,Vegetative,13.59,96.13,49.83,42.16,5.27,29.89,45.77,49.33,9.75,109.2,25.26,60.13,High Need,High
300,C,Rice,Maturity,32.13,46.25,72.52,57.97,5.8,23.49,91.13,21.36,5.29,191.29,13.75,66.49,Moderate Need,High
301,F,Wheat,Vegetative,70.56,44.53,54.56,56.04,7.55,25.31,58.53,21.37,8.96,595.62,7.81,73.4,No/Low Need,High
302,A,Wheat,Vegetative,64.41,116.58,58.25,59.17,6.86,39.25,63.45,69.04,23.83,821.2,8.02,46.55,No/Low Need,Moderate
303,C,Rice,Maturity,31.76,20.82,56.73,99.35,5.79,23.29,60.29,1.02,17.4,911.28,36.05,72.54,High Need,High
304,A,Rice,Vegetative,47.27,107.97,41.46,52.42,5.77,37.84,51.83,14.52,1.18,831.49,37.17,54.62,High Need,Moderate
305,E,Rice,Flowering,62.84,39.97,58.25,70.19,7.44,30.77,88.7,48.81,7.06,675.97,5.64,73.56,No/Low Need,High
306,B,Potato,Maturity,38.48,114.73,14.88,82.39,7.52,20.71,54.93,65.36,1.25,270.45,1.08,53.3,No/Low Need,Moderate
307,F,Rice,Seedling,13.08,54.23,70.19,43.22,5.87,28.28,69.72,28.67,18.16,161.73,21.28,64.35,Moderate Need,High
308,B,Wheat,Seedling,16.47,64.04,64.45,91.87,6.29,38.87,49.4,52.28,12.27,140.39,15.23,54.72,Moderate Need,Moderate
309,B,Rice,Flowering,42.62,90.71,27.17,74.71,7.37,27.21,82.84,44.57,24.86,620.27,18.69,62.1,Moderate Need,High
310,F,Maize,Vegetative,70.17,78.77,63.76,64.68,7.2,36.99,81.45,5.16,18.61,130.76,11.37,58.36,No/Low Need,Moderate
311,C,Rice,Vegetative,53.59,51.79,10.88,100.98,7.32,23.64,52.78,49.74,13.43,728.35,11.41,72.63,No/Low Need,High
312,E,Rice,Seedling,16.25,75.38,25.21,44.35,6.55,30.56,75.89,65.11,20.31,705.6,18.44,63.22,Moderate Need,High
313,A,Wheat,Seedling,23.36,93.07,14.56,108.32,7.57,36.56,77.23,79.4,17.92,167.67,6.0,55.88,No/Low Need,Moderate
314,D,Rice,Flowering,58.28,24.23,64.62,76.1,6.05,38.26,68.75,2.37,6.85,870.63,40.5,74.78,High Need,High
315,A,Rice,Seedling,62.49,21.12,62.91,80.92,5.61,28.69,71.04,52.8,13.73,543.64,2.27,72.77,No/Low Need,High
316,D,Rice,Vegetative,49.06,65.81,66.95,107.51,7.04,32.07,69.47,33.16,14.34,868.77,25.46,56.15,High Need,Moderate
317,A,Rice,Flowering,50.67,33.18,10.31,101.76,6.6,18.07,39.91,0.78,11.83,866.37,35.62,77.22,High Need,High
318,F,Rice,Vegetative,13.7,86.43,45.09,80.16,7.42,23.57,75.22,49.15,5.3,267.48,19.18,58.29,Moderate Need,Moderate
319,E,Rice,Seedling,61.71,41.41,59.34,95.32,5.41,24.13,63.19,9.79,6.36,423.49,9.93,65.99,No/Low Need,High
320,D,Tomato,Flowering,59.3,63.29,20.88,63.33,7.39,20.06,61.31,30.29,7.75,214.43,2.12,73.45,No/Low Need,High
321,C,Maize,Seedling,27.54,39.77,55.49,74.74,5.96,24.15,86.6,20.91,1.25,758.73,17.19,67.48,Moderate Need,High
322,A,Wheat,Flowering,54.52,74.85,15.89,26.21,6.9,25.06,36.39,28.89,23.01,528.51,16.64,73.14,Moderate Need,High
323,A,Rice,Maturity,24.89,31.61,22.69,28.99,5.3,39.31,50.08,39.42,17.47,889.49,37.15,85.62,High Need,High
324,D,Potato,Vegetative,14.42,22.31,43.31,102.94,6.78,32.71,42.28,28.74,17.55,276.98,33.76,73.83,High Need,High
325,C,Wheat,Flowering,24.07,25.11,55.75,25.97,7.06,27.37,37.12,44.22,14.74,685.11,27.92,82.55,High Need,High
326,C,Rice,Vegetative,22.72,115.43,20.21,36.94,6.16,39.74,51.54,19.09,17.54,940.85,53.12,56.35,High Need,Moderate
327,F,Maize,Vegetative,32.26,34.23,22.97,99.58,5.76,21.37,94.31,50.83,24.56,665.57,12.08,75.92,Moderate Need,High
328,F,Rice,Maturity,37.11,90.85,24.31,20.11,6.6,28.47,51.21,68.3,10.24,158.46,4.93,63.04,No/Low Need,High
329,F,Rice,Maturity,42.51,26.79,26.71,48.24,7.37,32.24,74.82,17.93,18.1,600.16,24.82,82.81,Moderate Need,High
330,F,Wheat,Vegetative,40.61,30.82,25.86,78.4,6.04,19.22,42.1,40.63,9.63,252.87,8.13,77.91,No/Low Need,High
331,F,Tomato,Flowering,28.24,70.89,37.66,79.54,5.86,33.77,71.11,51.9,21.5,125.93,18.53,65.05,Moderate Need,High
332,F,Wheat,Maturity,13.75,66.49,55.77,97.72,5.93,20.2,94.07,45.17,21.59,384.72,12.57,57.74,Moderate Need,Moderate
333,E,Maize,Maturity,48.31,115.16,40.66,70.59,7.67,21.09,52.51,29.25,22.65,326.19,9.68,50.54,No/Low Need,Moderate
334,C,Potato,Flowering,35.74,114.48,64.32,70.94,6.13,21.51,85.88,51.38,1.13,770.46,13.0,46.26,Moderate Need,Moderate
335,F,Rice,Vegetative,29.92,97.96,60.35,92.53,5.21,38.44,94.85,2.26,8.16,417.63,37.92,51.85,High Need,Moderate
336,C,Rice,Vegetative,64.02,80.21,18.86,69.86,7.23,33.03,70.31,29.59,4.21,723.01,15.88,65.47,Moderate Need,High
337,C,Wheat,Maturity,56.8,65.5,13.42,80.85,7.02,32.42,53.56,42.61,11.9,113.8,4.33,67.5,No/Low Need,High
338,B,Wheat,Seedling,63.47,55.62,71.46,109.78,5.53,30.22,75.41,1.65,12.89,112.59,7.18,57.05,No/Low Need,Moderate
339,E,Wheat,Flowering,41.7,114.71,15.59,60.15,7.76,24.44,85.69,40.61,7.14,124.92,4.19,59.81,No/Low Need,Moderate
340,F,Potato,Vegetative,19.86,80.29,20.38,58.51,6.78,31.66,45.28,52.34,18.36,286.45,23.17,64.74,Moderate Need,High
341,A,Maize,Vegetative,53.77,77.91,11.55,20.35,6.5,27.02,62.15,60.74,7.47,417.89,1.61,70.55,No/Low Need,High
342,D,Maize,Vegetative,24.36,43.19,53.98,81.34,6.19,21.2,54.15,9.07,21.49,616.67,31.61,67.94,High Need,High
343,A,Rice,Maturity,38.47,24.67,50.77,22.98,7.54,33.17,52.0,79.25,5.26,938.03,14.96,82.87,Moderate Need,High
344,E,Tomato,Seedling,15.9,114.52,79.08,70.41,5.83,20.85,86.65,48.49,9.81,401.25,11.43,40.35,No/Low Need,Moderate
345,D,Potato,Flowering,61.52,51.37,72.09,100.42,5.94,22.19,60.3,29.06,15.93,147.31,2.67,62.27,No/Low Need,High
346,E,Tomato,Seedling,19.56,64.26,38.76,74.99,5.52,35.99,55.34,19.93,15.53,265.67,25.02,64.38,High Need,High
347,C,Rice,Vegetative,66.19,31.46,36.01,46.96,7.17,32.52,71.21,45.83,2.87,863.17,10.83,80.5,No/Low Need,High
348,D,Maize,Vegetative,63.85,103.69,30.78,98.62,6.75,31.88,48.16,70.54,21.31,694.47,4.32,50.44,No/Low Need,Moderate
349,C,Rice,Flowering,39.87,22.76,20.67,46.97,6.78,27.2,48.79,41.65,15.35,771.67,28.95,85.98,High Need,High
350,A,Rice,Vegetative,56.66,103.4,19.67,93.3,5.77,26.72,66.22,52.92,21.88,205.54,0.42,55.1,No/Low Need,Moderate
351,A,Rice,Vegetative,49.17,34.03,19.26,81.03,6.89,33.19,59.56,28.62,21.82,214.74,18.33,77.48,Moderate Need,High
352,D,Maize,Seedling,60.18,108.66,17.99,37.0,7.19,34.28,52.7,31.05,14.1,195.41,7.2,57.31,No/Low Need,Moderate
353,D,Maize,Vegetative,37.91,92.98,26.84,110.51,6.13,29.22,38.24,22.89,22.86,828.59,31.41,53.63,High Need,Moderate
354,F,Rice,Maturity,59.15,36.47,31.47,40.06,7.28,39.32,66.25,56.45,21.36,278.47,6.34,79.48,No/Low Need,High
355,E,Wheat,Maturity,39.75,76.58,77.31,118.96,6.11,39.03,84.0,28.74,23.99,646.68,20.02,47.36,Moderate Need,Moderate
356,F,Wheat,Vegetative,68.46,51.27,50.49,20.73,7.17,27.07,86.08,15.26,21.41,538.74,8.5,74.7,No/Low Need,High
357,E,Wheat,Flowering,41.18,37.82,79.13,46.35,5.29,36.05,49.13,29.55,20.71,562.73,27.2,74.43,High Need,High
358,F,Rice,Maturity,39.76,105.92,36.07,39.99,6.63,29.95,70.98,68.31,12.26,266.12,4.06,53.83,No/Low Need,Moderate
359,C,Wheat,Seedling,59.1,60.35,42.03,21.4,7.72,29.26,86.35,59.06,6.09,639.96,0.88,72.43,No/Low Need,High
360,D,Tomato,Maturity,61.29,59.85,32.72,93.24,7.75,19.21,59.52,26.77,22.86,136.64,1.86,67.27,No/Low Need,High
361,A,Rice,Maturity,45.27,36.99,22.8,89.34,5.93,30.63,90.93,72.54,18.34,944.45,9.34,74.12,No/Low Need,High
362,E,Rice,Seedling,22.79,58.31,20.02,99.24,6.35,37.81,89.18,5.99,7.76,122.75,24.65,63.43,Moderate Need,High
363,E,Wheat,Vegetative,40.07,107.16,76.16,45.67,5.36,35.16,47.49,3.98,9.18,142.63,24.01,51.08,Moderate Need,Moderate
364,A,Potato,Maturity,70.08,56.31,79.08,64.43,7.47,35.3,50.54,10.2,17.47,375.95,14.5,62.39,Moderate Need,High
365,F,Maize,Flowering,57.18,115.16,13.14,85.91,6.68,21.52,45.83,9.32,12.47,806.88,24.01,52.69,Moderate Need,Moderate
366,E,Maize,Seedling,60.67,114.63,20.52,63.98,6.2,25.89,46.76,7.03,2.96,318.61,9.88,50.15,No/Low Need,Moderate
367,C,Wheat,Vegetative,13.97,34.49,39.65,89.73,5.49,23.13,89.47,52.91,4.39,501.14,14.58,75.1,Moderate Need,High
368,D,Maize,Vegetative,40.07,37.73,23.04,83.4,7.66,24.95,90.87,48.07,18.9,115.28,3.19,78.41,No/Low Need,High
369,A,Rice,Flowering,50.8,106.27,35.47,31.46,6.58,30.75,38.11,51.81,8.89,167.05,9.46,57.65,No/Low Need,Moderate
370,D,Maize,Flowering,61.8,59.28,19.04,98.1,5.94,26.03,70.62,55.07,13.18,616.77,2.22,69.57,No/Low Need,High
371,E,Potato,Maturity,14.96,20.44,41.96,92.07,6.11,30.34,68.85,60.55,19.4,265.2,15.97,74.92,Moderate Need,High
372,E,Maize,Vegetative,63.15,47.39,29.02,85.58,5.9,27.65,58.43,16.57,19.03,690.12,16.96,71.74,Moderate Need,High
373,A,Tomato,Flowering,44.9,79.76,34.63,35.51,6.76,24.31,72.9,49.78,5.01,767.58,13.72,66.52,Moderate Need,High
374,C,Maize,Flowering,23.84,99.93,16.6,46.8,7.62,20.1,91.84,46.4,3.36,822.78,19.3,65.4,Moderate Need,High
375,B,Rice,Vegetative,31.04,33.34,39.97,59.32,7.43,37.62,45.22,75.49,15.19,213.73,14.77,78.74,Moderate Need,High
376,A,Potato,Vegetative,28.92,31.05,78.83,47.99,6.4,18.25,42.22,18.59,18.8,487.18,25.66,70.52,High Need,High
377,B,Rice,Maturity,43.85,112.21,33.02,42.78,7.35,18.04,37.0,4.7,4.58,905.02,28.24,54.92,High Need,Moderate
378,F,Wheat,Maturity,15.1,95.11,71.35,100.54,6.3,36.19,56.83,52.28,9.93,756.27,24.02,43.96,Moderate Need,Moderate
379,B,Rice,Vegetative,21.51,78.98,69.02,83.82,5.86,39.93,55.26,59.21,21.89,199.42,26.06,54.8,High Need,Moderate
380,C,Rice,Flowering,60.76,96.92,76.64,76.55,7.76,34.0,60.85,22.66,23.66,527.13,23.95,52.54,Moderate Need,Moderate
381,F,Wheat,Vegetative,19.96,62.89,65.31,42.6,5.99,18.34,65.2,45.67,11.9,884.02,20.37,65.05,Moderate Need,High
382,B,Rice,Flowering,26.0,95.85,56.17,111.81,6.04,22.99,80.47,4.76,2.91,474.03,35.94,49.14,High Need,Moderate
383,F,Wheat,Flowering,39.2,57.18,69.96,39.12,7.77,39.38,58.53,76.8,7.18,811.8,16.59,71.0,Moderate Need,High
384,B,Maize,Flowering,43.03,44.41,15.3,99.5,5.55,35.79,54.84,8.79,6.59,521.47,33.21,76.39,High Need,High
385,C,Rice,Maturity,57.82,92.9,42.4,116.67,7.18,30.47,84.61,5.41,6.74,190.79,12.48,49.86,Moderate Need,Moderate
